"appid","average_playtime","owners"
416530,145,10000
416590,36,150000
416600,637,75000
416610,218,75000
416630,521,35000
416680,143,150000
416690,91,150000
416760,4,10000
416770,388,35000
417110,277,35000
417290,551,150000
417430,586,150000
417860,121,1500000
417890,35,350000
417910,20,350000
417990,744,10000
418030,82,150000
418040,270,35000
418070,224,750000
418120,221,35000
418150,4277,10000
418160,207,150000
418180,102,150000
418190,287,35000
418240,287,750000
418310,250,35000
418340,185,350000
418370,823,750000
418460,1945,750000
418610,230,150000
418640,401,10000
418650,113,150000
418670,51,10000
418950,118,150000
418960,319,10000
419500,288,35000
420110,586,750000
420290,396,750000
420300,342,10000
420530,327,350000
420660,99,10000
420740,241,150000
420790,54,350000
420970,344,150000
421020,873,350000
421030,273,10000
421040,365,350000
421050,247,350000
421120,515,350000
421660,219,10000
421700,647,150000
422100,216,750000
422110,225,10000
422250,249,350000
422610,449,10000
422810,8,75000
422870,157,350000
422970,216,350000
423230,535,750000
423580,224,350000
423590,150,35000
423710,237,750000
423880,10,350000
423890,1,150000
424000,400,350000
424280,10647,1500000
424370,2766,150000
424640,161,10000
424830,183,350000
424840,90,750000
425210,80,150000
425220,453,150000
425230,25,10000
425340,162,35000
425410,5,75000
425580,181,350000
426000,183,350000
426040,226,35000
426690,157,75000
426790,323,75000
427190,166,150000
427290,794,350000
427470,1505,75000
427510,815,35000
427520,10087,1500000
427550,153,35000
427570,1500,10000
427730,103,1500000
427780,96,75000
427820,210,150000
427930,171,75000
427980,152,150000
428080,17,10000
428510,335,75000
428550,134,350000
428630,256,350000
428690,1394,750000
428750,83,350000
428900,223,150000
428950,218,750000
429050,197,150000
429060,349,35000
429180,15906,350000
429280,351,35000
429300,97,150000
429330,188,75000
429470,321,350000
429490,9,10000
429580,274,35000
429610,132,75000
429620,863,35000
429660,2398,350000
429680,77,350000
429700,232,150000
429780,94,35000
429790,332,750000
429950,275,35000
430080,225,75000
430290,59,10000
430960,213,150000
431200,445,35000
431230,221,10000
431240,323,1500000
431250,556,75000
431280,126,10000
431450,119,10000
431500,1,150000
431540,22,150000
431560,242,350000
431590,912,35000
431640,263,75000
431680,190,10000
431710,330,350000
431740,268,35000
431750,320,35000
431810,5,35000
431830,178,10000
431960,1731,7500000
431990,183,350000
432010,243,35000
432020,150,350000
432100,368,75000
432170,389,75000
432260,9,35000
432280,219,35000
432410,234,35000
432470,205,350000
432950,284,10000
432990,249,10000
433170,419,35000
433210,95,75000
433280,134,35000
433340,1314,1500000
433350,85,750000
433660,1,10000
433790,241,35000
433850,3142,15000000
433910,368,75000
433950,125,350000
434030,17954,35000
434050,55,75000
434170,302,350000
434210,222,150000
434220,273,35000
434250,194,350000
434290,3,10000
434380,16,10000
434410,25,10000
434460,190,150000
434500,367,35000
434520,88,150000
434530,1,10000
434570,1203,750000
434650,881,750000
434680,241,35000
434730,53,350000
434740,52,10000
434800,240,35000
434890,209,150000
434920,220,10000
435030,23,150000
435100,277,10000
435120,205,150000
435140,228,35000
435150,2938,3500000
435400,87,350000
435440,17,150000
435530,199,150000
435790,2,35000
435970,280,10000
436000,556,10000
436110,19,350000
436140,513,10000
436150,1848,750000
436180,62,750000
436480,4,10000
436520,161,3500000
436820,42,350000
437160,129,150000
437180,292,35000
437400,1,75000
437530,189,10000
437570,60,150000
437890,571,350000
437900,1,750000
437920,570,350000
438020,288,350000
438030,255,350000
438040,1752,1500000
438080,245,75000
438100,1351,3500000
438130,719,10000
438180,210,750000
438270,91,150000
438480,305,350000
438490,942,350000
438600,11,150000
438640,1399,350000
438680,14,350000
438720,2,35000
438740,4823,750000
439190,272,1500000
439250,325,350000
439370,67,150000
439910,209,75000
439920,377,75000
439930,625,10000
439940,1,150000
440730,164,75000
440740,1,150000
440750,217,35000
440760,193,150000
440880,220,75000
440900,4431,750000
441010,257,35000
441280,272,10000
441380,27,75000
441550,8,350000
441670,223,35000
441790,148,75000
441830,1136,75000
441870,51,150000
442000,388,150000
442070,331,150000
442080,1859,1500000
442120,145,150000
442500,383,75000
442780,181,350000
442810,7,150000
443110,276,150000
443460,162,10000
443570,217,35000
443580,20,350000
443680,263,35000
443810,198,750000
443880,11,75000
443940,326,350000
444090,1595,15000000
444160,294,75000
444200,5046,3500000
444220,164,150000
444260,338,75000
444280,211,35000
444410,220,150000
444480,233,350000
444490,256,350000
444520,238,35000
444640,526,1500000
444690,243,35000
444720,288,150000
444770,87,75000
444790,233,350000
444880,29,35000
444940,151,35000
445110,435,35000
445130,1,150000
445170,179,35000
445220,3584,150000
445230,4,150000
445720,10,350000
445980,386,350000
446020,283,150000
446120,121,10000
446150,160,750000
446380,221,75000
446620,122,150000
446640,335,150000
446780,264,75000
446800,849,350000
446840,22,35000
447020,4377,750000
447040,1231,750000
447120,29,10000
447270,8,350000
447530,746,350000
447820,3902,750000
447850,178,350000
447890,294,150000
447920,271,150000
447940,120,150000
447950,221,35000
447970,243,75000
448000,222,75000
448010,208,10000
448060,250,35000
448070,227,350000
448250,232,150000
448260,232,350000
448280,102,350000
448310,12,75000
448350,193,150000
448440,261,150000
448470,344,350000
448510,152,750000
448610,284,75000
448630,253,350000
448660,238,350000
448780,320,350000
448790,204,35000
448830,215,35000
448850,196,35000
448910,192,10000
448940,292,35000
449000,1,75000
449040,196,150000
449060,23,10000
449120,259,35000
449140,20,350000
449170,257,35000
449200,214,350000
449210,241,35000
449220,252,350000
449440,137,75000
449520,224,35000
449530,284,350000
449540,350,350000
449730,352,35000
449760,215,150000
449800,2492,150000
449940,396,150000
449960,124,350000
450190,342,75000
450290,444,10000
450390,95,750000
450540,568,350000
450850,411,35000
450860,413,35000
450950,92,35000
451020,1387,350000
451340,227,350000
451350,214,10000
451360,13,10000
451660,513,10000
451760,537,350000
451780,1,35000
451830,202,150000
451880,201,350000
452060,435,150000
452230,1,75000
452440,580,10000
452510,568,35000
452570,242,35000
453000,13,75000
453090,401,150000
453100,290,75000
453270,241,75000
453340,5,35000
453480,4126,1500000
453670,230,150000
453820,240,350000
453850,217,350000
453960,215,75000
453980,347,350000
454040,198,150000
454060,127,75000
454080,283,75000
454100,773,35000
454150,232,75000
454180,243,75000
454200,200,350000
454220,446,35000
454230,167,10000
454410,32,35000
454460,292,35000
454540,4,150000
454650,3194,350000
454670,233,35000
454690,313,150000
454870,255,75000
454890,223,350000
454910,647,150000
454930,211,350000
454950,2,10000
455000,250,35000
455020,24,75000
455120,189,35000
455400,54,150000
455710,204,350000
455820,351,35000
455910,127,350000
455940,266,35000
455980,1325,75000
456430,578,10000
456660,276,35000
456670,303,150000
456750,397,75000
456810,260,75000
457140,2115,750000
457210,340,75000
457330,324,1500000
457420,10,350000
457440,151,350000
457480,4,10000
457490,273,75000
457550,153,350000
457570,204,35000
457580,7,35000
457590,1970,75000
457820,239,350000
457890,5,35000
457960,162,75000
458030,25,35000
458170,26,10000
458480,214,75000
458520,155,35000
458540,225,10000
458600,208,150000
458630,454,10000
458710,342,150000
458730,137,35000
458760,1,10000
458940,237,150000
459020,219,35000
459100,229,75000
459220,497,350000
459410,394,10000
459820,2735,750000
460060,2,75000
460120,656,150000
460160,2,10000
460700,306,75000
460790,232,750000
460810,490,350000
460910,189,35000
460920,724,750000
460930,1987,1500000
460940,306,10000
460950,211,75000
460960,224,75000
461010,211,75000
461030,2,10000
461140,346,150000
461230,316,35000
461380,128,10000
461390,149,35000
461490,203,10000
461520,257,150000
461560,21233,350000
461640,278,350000
461690,244,150000
461720,310,150000
461730,278,150000
461750,6,75000
461760,241,35000
461840,133,150000
461850,295,75000
461880,321,350000
461890,191,350000
461910,89,750000
461950,65,150000
462030,202,350000
462110,368,75000
462200,301,350000
462220,235,75000
462400,387,35000
462480,89,10000
462730,204,35000
462770,257,350000
462780,326,1500000
462930,261,750000
462960,1529,150000
462990,280,35000
463000,267,75000
463020,7,35000
463030,319,10000
463040,255,150000
463050,297,350000
463100,223,350000
463110,215,150000
463150,673,350000
463180,206,150000
463210,224,350000
463220,234,350000
463240,242,35000
463250,9,35000
463270,11,75000
463520,122,35000
463530,863,75000
463550,251,75000
463670,399,35000
463710,206,350000
463930,103,75000
464060,191,350000
464150,1937,35000
464340,1302,150000
464350,38805,35000
464360,17,35000
464450,51,35000
464530,5,10000
464700,16,150000
464760,235,150000
464780,240,350000
464920,2454,350000
464960,227,350000
465020,40,10000
465150,37,10000
465240,8,75000
465510,238,10000
465520,63481,350000
465710,27,75000
465870,36,10000
466170,7194,75000
466240,469,3500000
466300,229,350000
466420,213,35000
466480,271,10000
466500,211,150000
466560,601,750000
466580,232,75000
466660,29,75000
466730,239,150000
466740,19,35000
466790,255,350000
466830,239,35000
466840,219,350000
466890,384,350000
466900,1,35000
466910,68,1500000
466940,17,150000
467000,257,350000
467210,180,35000
467290,3,10000
467310,295,75000
467370,215,350000
467390,188,150000
467820,49,35000
467900,137,10000
467930,162,35000
467950,557,75000
467960,1160,350000
468000,212,10000
468240,16,10000
468310,253,10000
468320,230,75000
468490,430,150000
468530,51,150000
468560,23,350000
468570,271,35000
468700,183,350000
468740,33,10000
468800,282,10000
468920,99,75000
468930,2,35000
469600,878,75000
469610,292,75000
469730,222,750000
469820,64,350000
469830,82,150000
469890,264,350000
469920,319,35000
470130,1,75000
470210,258,35000
470220,284,350000
470260,131,150000
470270,249,150000
470600,275,150000
470740,134,150000
470780,34,35000
471010,69,35000
471170,195,35000
471260,122,10000
471330,338,75000
471550,221,150000
471710,54,350000
471910,318,75000
472680,23,150000
472870,476,10000
473140,293,75000
473460,805,10000
473470,230,350000
473510,210,35000
473520,210,150000
473560,222,350000
473670,197,75000
473690,796,350000
473710,243,350000
473730,264,150000
473740,273,75000
473770,23,150000
473810,215,150000
474010,10,75000
474030,190625,75000
474050,204,150000
474210,110,35000
474750,59,350000
474810,418,10000
474820,182,75000
474830,445,75000
474910,224,35000
474960,331,1500000
475150,739,3500000
475190,15,150000
475220,250,75000
475430,312,75000
475550,240,750000
476030,23,10000
476460,4420,75000
476480,367,350000
476600,309,750000
476880,218,35000
477130,3,75000
477140,479,10000
477160,348,3500000
477180,297,35000
477270,23,75000
477290,285,150000
477310,117,10000
477770,47,75000
477980,258,350000
478010,260,75000
478020,20,10000
479260,272,75000
480430,77,750000
480450,1520,10000
480480,226,35000
480490,738,750000
480640,9,150000
480650,2162,150000
482120,278,150000
482330,127,10000
482450,198,35000
482890,209,150000
482920,3,350000
483420,172,35000
483770,175,35000
483980,1058,75000
484900,1432,75000
484950,252,150000
485000,3,75000
485080,228,35000
485120,239,35000
485220,246,350000
485260,204,10000
485310,204,350000
485330,213,350000
485350,177,150000
485370,373,75000
485380,214,75000
485390,321,350000
485410,253,350000
485420,248,150000
485440,499,35000
485450,227,75000
485460,777,35000
485490,296,35000
485500,203,35000
485510,3456,350000
485560,245,75000
485570,281,35000
485580,229,350000
485610,29,750000
485640,202,35000
485650,33,150000
485660,233,35000
485670,289,10000
485690,195,35000
485730,211,75000
485740,299,35000
485790,8,10000
485830,224,35000
485860,54,10000
485870,388,150000
485890,147,35000
485950,211,350000
485980,47,150000
486150,275,75000
486290,5,35000
486310,227,350000
486360,176,350000
486480,232,150000
486640,95,10000
486690,2654,10000
486720,336,35000
486780,195,75000
486880,7,35000
486990,9,10000
487000,276,35000
487120,962,150000
487180,198,350000
487220,247,350000
487270,212,150000
487350,403,75000
487370,244,150000
487420,262,35000
487430,283,150000
487530,212,150000
487580,232,35000
487590,229,35000
487600,219,75000
487700,211,75000
487720,331,75000
487770,6,10000
488280,13,35000
488310,248,75000
488330,241,35000
488440,94,350000
488580,2,10000
488660,268,10000
488770,129,35000
488790,932,350000
488920,174,10000
489020,327,75000
489140,87,75000
489220,236,350000
489360,206,150000
489460,43,75000
489470,241,10000
489520,381,750000
489560,3,75000
489610,123,35000
489630,69,75000
489700,215,10000
489830,2418,3500000
489890,228,75000
489900,163,75000
489930,430,10000
489940,639,350000
490220,384,750000
490230,13,75000
490820,224,75000
490940,256,150000
490980,235,350000
491030,273,35000
491040,174,75000
491080,194,350000
491130,20,350000
491160,604,10000
491170,214,150000
491260,178,350000
491330,7919,35000
491530,523,75000
491580,231,75000
491620,215,35000
491650,241,150000
491730,179,75000
491950,223,3500000
492080,13,10000
492130,239,350000
492170,265,35000
492270,250,35000
492280,276,35000
492290,567,35000
492340,209,10000
492600,266,10000
492630,70,75000
492720,1345,150000
492800,10247,150000
493080,2,10000
493200,178,350000
493280,261,75000
493340,1069,1500000
493450,189,10000
493490,171,150000
493540,516,35000
493650,202,350000
493700,218,150000
493710,233,350000
493730,233,350000
493760,262,150000
493780,247,35000
493810,80,75000
493900,559,350000
494150,40,35000
494230,394,35000
494290,224,35000
494320,29,10000
494600,381,10000
494660,344,35000
494720,22,75000
494740,70,150000
495120,285,75000
495350,381,75000
495630,436,35000
495700,6,75000
495740,266,35000
495780,213,350000
495890,174,350000
495910,1667,750000
495960,7,10000
495990,152,10000
496120,209,35000
496240,233,350000
496260,239,10000
496300,221,750000
496320,48,35000
496440,283,10000
496460,89,150000
496500,321,75000
496550,138,35000
496620,875,75000
496680,208,350000
496690,295,35000
496750,220,350000
496850,74,10000
496870,374,150000
496890,93,150000
497020,230,35000
497050,211,350000
497080,381,10000
497100,162,75000
497180,1423,150000
497240,246,10000
497260,202,35000
497350,207,350000
497400,347,150000
497420,166,10000
497560,301,35000
497590,205,10000
497640,62,350000
497700,10,10000
497820,80,150000
497860,9,75000
498030,164,75000
498040,184,10000
498050,229,35000
498240,385,350000
498320,242,350000
498330,6,35000
498570,84,10000
498600,5,75000
498660,219,350000
498700,401,35000
498710,1,35000
499420,192,350000
499440,86,150000
499520,357,350000
499620,44,10000
499890,70,75000
499960,427,75000
500150,10,75000
500260,73,35000
500580,151,35000
500670,270,75000
500710,53,35000
500790,3,10000
500940,268,35000
500980,308,75000
501080,382,75000
501300,130,350000
501320,186,35000
501380,14,35000
501590,521,75000
501830,278,75000
501900,217,75000
501920,233,150000
501930,290,75000
501990,20,75000
502090,348,350000
502130,4,75000
502140,228,350000
502150,281,10000
502200,372,10000
502240,104,35000
502280,78,35000
502370,132,35000
502500,1029,350000
502550,14,350000
502750,4,75000
502770,250,35000
502800,1993,75000
502820,187,75000
502910,221,150000
503220,271,75000
503240,247,35000
503300,171,350000
503400,116,35000
503420,279,35000
503430,241,10000
503560,257,350000
503580,49,35000
503770,15,10000
503820,611,350000
503940,1081,150000
504210,332,150000
504230,638,350000
504240,191,10000
504300,6,75000
504310,288,35000
504370,1614,3500000
504380,326,10000
504400,21,35000
504490,221,75000
504770,146,350000
504810,49,10000
504880,779,35000
504920,224,10000
504980,275,75000
505170,1360,350000
505210,301,150000
505460,928,350000
505640,326,35000
505730,179,75000
505750,5,150000
505760,220,75000
506140,1543,750000
506260,86,10000
506500,84,75000
506610,100,350000
506670,236,350000
506730,232,75000
506830,253,10000
506870,935,35000
506900,140,35000
507010,111,150000
507030,11,10000
507120,6,10000
507380,220,350000
507390,223,350000
507400,203,35000
507490,187,350000
507520,337,150000
508140,438,75000
508170,173,75000
508180,777,75000
508190,169,150000
508200,4,10000
508230,212,10000
508290,207,350000
508300,10,35000
508390,45,150000
508440,297,750000
508540,196,10000
508550,136,35000
508600,337,35000
508670,246,150000
508760,322,35000
508900,65,35000
508950,289,35000
508960,478,75000
508980,256,35000
508990,259,10000
509000,289,75000
509110,201,750000
509210,1,35000
509220,195,150000
509240,274,150000
509250,84,35000
509560,1,75000
509600,254,75000
509930,591,35000
509990,264,35000
510050,3,350000
510220,276,75000
510250,3,10000
510330,346,10000
510420,496,10000
510500,517,10000
510520,270,10000
510620,182,75000
510630,11,350000
510660,5193,150000
510840,292,750000
511140,313,10000
511160,308,75000
511330,181,75000
511340,213,150000
511470,241,750000
511490,352,35000
511630,289,35000
511680,54,150000
511740,141,75000
511750,206,10000
511800,81,750000
511820,1,10000
512020,251,75000
512060,1,10000
512220,8,10000
512250,131,350000
512270,14,75000
512300,20,75000
512450,262,150000
512470,98,750000
512560,3,35000
512640,206,350000
512770,300,35000
512790,856,35000
512900,394,350000
513000,36,350000
513230,102,75000
513340,298,35000
513440,142,150000
513450,7,350000
513510,282,150000
513530,235,150000
513540,299,35000
513560,22,750000
513570,238,150000
513590,238,150000
513600,264,10000
513610,214,150000
513620,207,350000
513630,276,150000
513710,1264,1500000
513780,219,1500000
513820,234,10000
513980,322,35000
514310,125,35000
514470,232,75000
514480,232,75000
514490,222,150000
514540,246,35000
514580,176,75000
514620,296,75000
514660,268,350000
514710,251,10000
514900,91,350000
515020,14,75000
515040,112,75000
515220,1164,350000
515310,476,75000
515470,212,350000
515570,19,35000
515690,222,350000
515910,5402,75000
516110,102,10000
516410,194,10000
516510,2,150000
516750,2191,350000
516950,258,150000
517000,135,150000
517010,210,75000
517110,52,10000
517160,84,35000
517630,1337,150000
517710,216,350000
517720,254,10000
518030,109,350000
518120,28,35000
518280,386,10000
518580,55,350000
518620,218,150000
518730,254,35000
518790,1409,750000
518800,257,350000
518920,96,10000
519030,98,10000
519140,73,150000
519190,280,350000
519860,284,150000
519870,210,10000
519890,272,35000
520010,43,35000
520440,1474,75000
520520,308,35000
520530,10575,75000
520600,126,10000
520720,61,350000
520860,23,150000
521130,211,35000
521150,142,75000
521200,1,150000
521230,206,75000
521500,192,150000
521570,32,150000
521580,271,75000
521630,297,75000
521830,191,150000
521890,17,150000
521920,151,75000
521930,235,150000
521940,288,150000
521950,493,10000
521980,228,150000
522040,96,10000
522210,134,150000
522470,169,75000
522570,236,350000
523150,272,35000
523170,7,35000
523210,108,35000
523660,77,10000
523780,530,150000
523790,500,75000
524220,2022,750000
524340,258,350000
524580,444,75000
524640,148,35000
524850,95,35000
524970,31,150000
525080,650,10000
525150,109,35000
525190,368,35000
525290,221,10000
525300,333,75000
525460,257,35000
525480,85,75000
525510,213,150000
525610,22,10000
525870,1,10000
525920,999,75000
526160,133,150000
526290,246,75000
526370,46,10000
526460,213,350000
526490,252,10000
526540,163,35000
526740,404,350000
526880,203,75000
526920,210,35000
527100,141,150000
527210,1,10000
527230,1536,350000
527270,37,75000
527280,60,35000
527340,159,75000
527430,1034,150000
527450,109,75000
527460,307,75000
527470,331,10000
527480,256,350000
527490,231,150000
527540,351,35000
527550,238,350000
527750,223,350000
527760,218,350000
527770,210,350000
527790,242,35000
527810,304,35000
528080,236,150000
528090,258,150000
528170,257,35000
528180,1,10000
528230,772,75000
528250,175,10000
528300,220,75000
528510,212,350000
528660,202,150000
528670,302,150000
529110,3,350000
529150,13,75000
529160,278,35000
529180,1062,350000
529240,223,350000
529490,501,10000
529590,218,35000
529660,375,35000
529760,112,350000
529780,1,150000
529900,364,35000
530020,61,35000
530330,63,350000
530350,30,10000
530390,27,35000
530540,204,75000
530620,63,1500000
530630,17,150000
530700,182,3500000
530740,23,10000
530890,229,150000
530920,87,150000
530950,404,75000
531190,4,75000
531240,266,10000
531490,235,150000
531510,144,75000
531640,271,350000
531730,407,10000
531860,197,10000
531930,69,35000
531960,16,150000
532030,332,150000
532110,140,150000
532210,325,150000
532270,25,10000
532290,9,10000
532600,197,10000
532770,5,35000
532840,42,350000
532920,296,35000
533150,1709,350000
533180,299,35000
533300,237,150000
533330,191,35000
533340,246,75000
533540,321,350000
533660,269,10000
533690,8,75000
533780,583,350000
533820,271,75000
533860,210,150000
534200,217,10000
534220,9,150000
534290,70,150000
534320,5,10000
535230,341,350000
535260,307,35000
535290,273,35000
535400,469,75000
535480,177,150000
535520,11,35000
535760,243,350000
535850,99,35000
535930,1617,350000
536340,251,150000
536410,212,150000
536560,96,10000
536930,462,1500000
537090,273,35000
537110,24,75000
537180,447,1500000
537340,199,150000
537360,203,350000
537700,235,75000
537800,219,350000
538060,274,35000
538070,364,35000
538100,174,75000
538590,218,350000
538680,75,150000
539350,236,350000
539380,89,10000
539400,30,10000
539440,223,150000
539450,236,150000
539460,210,35000
539640,18,75000
539670,312,150000
539720,272,75000
540020,206,350000
540190,455,35000
540610,1004,75000
540640,222,75000
540840,145,150000
540860,349,35000
540900,212,350000
541100,213,150000
541300,64,35000
541370,200,350000
541570,371,150000
542050,323,35000
542280,252,75000
542310,35,350000
542340,231,350000
542350,260,35000
542400,1,35000
542430,206,75000
542480,1,75000
542550,85,35000
542650,215,35000
542690,230,75000
542710,202,75000
542720,203,75000
542730,173,75000
542740,152,75000
542780,75,75000
542930,316,35000
543030,37,10000
543170,207,35000
543320,211,35000
543360,392,150000
543460,340,150000
543650,292,75000
543770,241,150000
543780,237,150000
543790,231,150000
543870,3,35000
543900,1649,150000
544140,230,10000
544180,242,35000
544310,121,75000
544330,94,75000
544420,1,75000
544550,3233,75000
544590,4,10000
544610,544,35000
544630,7,10000
544730,16710,150000
544750,184,150000
544800,3,10000
544840,6,10000
544920,160,750000
545150,205,75000
545250,271,35000
545280,201,75000
545320,249,35000
545360,221,150000
545370,227,150000
545410,480,75000
545430,1,10000
545470,232,75000
545540,93,35000
545560,259,10000
545580,187,75000
545590,250,35000
545690,9,35000
545700,219,150000
545860,281,75000
546050,231,350000
546070,26,35000
546200,272,35000
546340,211,150000
546350,35,10000
546380,4122,150000
546390,5,150000
546400,201,150000
546430,242,35000
546490,275,75000
546660,292,75000
546700,281,350000
546930,205,75000
546980,226,350000
546990,263,150000
547090,375,35000
547210,180,10000
547310,274,75000
547340,223,35000
547470,356,35000
547680,209,350000
547710,293,35000
547860,72,75000
547960,197,350000
548080,262,35000
548370,74,10000
548430,3350,750000
548480,285,35000
548500,224,10000
548710,420,35000
549100,203,10000
549810,210,35000
550010,250,150000
550080,266,35000
550470,52,350000
550520,9,10000
550580,187,35000
550650,1835,7500000
550670,272,150000
550840,231,35000
550890,325,10000
550900,2225,1500000
551080,231,35000
551110,127,75000
551170,2616,150000
551450,234,35000
551520,276,10000
551550,212,350000
551570,1,10000
551670,260,10000
551680,244,10000
551730,3315,35000
551770,235,75000
551860,209,35000
551930,230,35000
552100,1683,150000
552110,1334,75000
552440,62,35000
552450,46,35000
552460,64,10000
552500,2025,3500000
552520,1869,750000
552570,192,10000
552590,147,150000
552620,17,150000
552700,519,75000
552780,209,35000
552900,446,10000
552990,341,3500000
553210,133,75000
553310,343,75000
553340,292,75000
553480,121,10000
553640,294,750000
553660,29,150000
553790,2170,150000
553820,264,35000
553880,25,10000
553960,333,150000
554310,2112,35000
554330,5,10000
554510,1388,35000
554620,478,750000
554640,53,150000
555150,101,150000
555160,362,350000
555210,80,350000
555220,387,750000
555260,245,350000
555430,202,10000
555450,22,75000
555570,376,7500000
555610,2,75000
555620,276,150000
555640,422,75000
555660,227,35000
555670,366,75000
555700,236,350000
555710,131,35000
555720,17,10000
555880,37,35000
555920,241,150000
555930,207,35000
555940,245,150000
555950,818,35000
555980,285,10000
556010,334,35000
556070,254,10000
556110,257,350000
556120,391,150000
556160,188,150000
556180,27,75000
556280,748,75000
556550,39,10000
556770,306,10000
556870,2138,75000
557400,617,350000
557580,273,35000
557600,121,150000
557680,204,350000
557780,73,350000
557810,1061,150000
557830,284,10000
557880,15,35000
558100,345,1500000
558110,32,10000
558320,369,10000
558420,196,150000
558660,21,35000
558810,222,150000
558990,1096,150000
559100,2016,75000
559210,344,75000
559610,364,35000
559650,175,150000
559960,201,10000
560130,2234,350000
560170,33,150000
560260,16,350000
560380,1273,1500000
560710,167,35000
561080,36029,75000
561100,2,10000
561110,16,10000
561120,14,10000
561510,4,10000
562010,86,350000
562220,237,150000
562230,722,35000
562240,216,350000
562270,198,350000
562360,305,350000
562410,14,35000
562430,232,75000
562470,493,10000
562490,223,35000
562520,244,75000
562570,217,35000
562600,285,35000
562640,210,350000
562660,216,10000
562730,314,75000
562760,260,350000
562810,303,150000
563120,226,150000
563150,277,35000
563520,279,10000
563560,117,3500000
564080,285,10000
564210,273,35000
564230,1221,75000
564280,6,10000
564530,7,75000
564710,751,750000
564750,120,10000
564990,279,10000
565030,10,75000
565170,20,10000
565720,206,35000
565730,24,10000
565860,216,150000
566060,148,75000
566090,2834,35000
566160,166,75000
566190,168,35000
566220,435,350000
566430,249,10000
566670,229,75000
566990,491,150000
567000,471,35000
567060,84,75000
567140,258,35000
567170,256,150000
567210,182,35000
567250,206,150000
567280,1449,75000
567290,482,75000
567580,139,75000
567600,274,35000
567640,2832,150000
567680,220,350000
567750,260,10000
567780,225,10000
568090,148,150000
568220,1108,150000
568320,6345,10000
568450,230,75000
568570,1454,150000
568770,1624,150000
568780,366,75000
569210,252,35000
569480,466,750000
569490,214,10000
569610,280,75000
569720,10,35000
569760,245,150000
569840,259,150000
569860,778,150000
570350,220,10000
570460,45,75000
570500,287,10000
570770,607,75000
570780,2938,350000
570840,351,350000
570890,1,10000
570940,1160,350000
570980,15,10000
571020,211,35000
571260,381,150000
571310,1726,75000
571740,815,350000
571870,814,75000
571880,880,10000
571910,183,75000
572010,333,35000
572410,1545,350000
572520,387,350000
572890,217,10000
573040,259,10000
573100,352,75000
573210,185,35000
573600,55,10000
573770,33,35000
573780,238,10000
574030,272,75000
574080,138,10000
574090,225,35000
574560,214,35000
574580,327,150000
574690,670,10000
574810,229,75000
574820,437,150000
574850,464,75000
574980,138,35000
575010,583,10000
575130,453,75000
575140,476,35000
575330,222,35000
575490,173,350000
575510,270,75000
575550,108,150000
575570,332,35000
575580,540,10000
575630,220,35000
575640,246,150000
575650,142,10000
575670,271,10000
575680,200,35000
575700,196,150000
575720,196,150000
575740,341,35000
575750,210,75000
575760,214,75000
575770,248,35000
575780,214,150000
575830,283,150000
575840,230,150000
575860,252,150000
575870,202,75000
575910,200,350000
575920,241,10000
575950,337,75000
575970,85,10000
576010,669,75000
576030,698,10000
576050,265,75000
576120,219,150000
576130,277,350000
576160,413,35000
576310,110,75000
576390,696,35000
576470,217,150000
576540,196,75000
576560,289,150000
576660,226,75000
576730,559,35000
576740,222,35000
576750,213,75000
576770,131,35000
576880,174,35000
577080,282,10000
577480,286,35000
577690,223,35000
577740,252,75000
577760,215,35000
577800,3499,1500000
577940,203,75000
578080,22938,75000000
578180,339,75000
578250,266,150000
578260,207,75000
578310,1433,1500000
578330,1868,150000
578350,112,10000
578620,394,150000
578850,17,35000
579110,5,10000
579150,245,75000
579180,2078,35000
579230,301,150000
579760,294,35000
579950,402,150000
580040,341,35000
580170,465,35000
580300,20,10000
580420,325,75000
580910,301,35000
580970,319,75000
580990,284,75000
581000,294,150000
581010,279,35000
581030,209,150000
581100,275,75000
581200,269,150000
581230,282,10000
581320,1425,750000
581360,1,10000
581380,312,35000
581430,234,150000
581520,294,75000
581600,257,35000
581630,577,350000
581640,216,150000
581670,229,35000
581700,201,35000
581710,255,35000
581720,332,150000
581800,207,35000
581820,232,150000
581970,132,35000
581980,264,35000
582010,6512,7500000
582160,2908,1500000
582270,198,150000
582280,253,350000
582430,269,350000
582500,115,1500000
582550,133,150000
582580,247,150000
582620,220,35000
582660,15507,1500000
582890,191,750000
582990,18,10000
583240,304,10000
583470,73,150000
583490,591,350000
583660,399,35000
583760,792,150000
583930,388,10000
583950,1797,1500000
584170,29,75000
584400,44,150000
584780,271,10000
584800,315,10000
584860,279,35000
584980,308,350000
585360,271,75000
585420,112,75000
585450,67,35000
585550,237,350000
585560,236,350000
585600,1889,10000
585690,355,350000
585750,313,35000
585830,129,35000
585860,238,350000
585880,1,35000
585900,262,35000
585910,3,10000
585970,180,75000
586030,42,350000
586060,271,10000
586130,235,150000
586140,2910,150000
586160,277,35000
586170,283,35000
586340,242,10000
586350,12,35000
586380,165,350000
586430,234,10000
586470,242,35000
586480,261,150000
586520,274,75000
586530,250,150000
586540,237,35000
586600,338,10000
586880,2,35000
586950,52,10000
586960,220,75000
586970,327,75000
586980,204,75000
587260,2,10000
587290,25,10000
587390,532,35000
587430,227,75000
587590,241,350000
587620,1737,150000
587710,182,35000
