"appid","percent","owners"
662540,0.92,10000
662560,0.93,10000
662590,0.75,10000
662610,1.0,10000
662620,0.94,10000
662640,0.55,10000
662660,0.5,10000
662680,0.95,10000
662690,0.75,10000
662700,0.71,35000
662730,0.87,10000
662780,0.8,10000
662830,0.68,150000
662840,0.79,10000
662870,0.67,10000
662910,0.78,10000
662920,0.81,10000
662930,0.98,10000
662940,1.0,10000
662950,0.2,10000
662980,0.71,10000
662990,0.82,10000
663020,0.33,10000
663060,0.48,10000
663080,1.0,10000
663090,0.59,150000
663100,0.71,10000
663110,0.61,10000
663120,0.86,10000
663130,0.86,10000
663160,0.38,10000
663170,0.67,10000
663190,0.52,10000
663200,0.52,10000
663210,0.96,10000
663220,0.0,10000
663240,0.89,10000
663250,0.0,10000
663290,0.56,10000
663300,0.73,10000
663340,0.37,35000
663370,0.97,10000
663380,0.77,150000
663390,0.52,75000
663430,0.58,10000
663480,1.0,10000
663530,0.5,10000
663540,0.61,10000
663590,0.83,10000
663600,1.0,10000
663690,0.78,10000
663730,0.58,10000
663830,0.71,10000
663920,0.55,10000
664000,0.85,10000
664030,0.33,10000
664040,0.71,10000
664050,0.83,10000
664060,0.75,10000
664080,0.0,10000
664090,0.86,10000
664110,1.0,10000
664120,0.18,10000
664140,0.9,10000
664160,1.0,10000
664180,0.98,35000
664190,1.0,10000
664210,1.0,10000
664250,0.83,10000
664290,0.53,10000
664320,0.61,10000
664340,0.0,10000
664350,0.41,10000
664420,0.47,10000
664430,0.5,750000
664440,1.0,10000
664450,0.95,10000
664510,0.9,10000
664530,0.83,10000
664560,0.6,10000
664570,0.5,10000
664590,0.67,10000
664600,0.0,10000
664610,0.84,10000
664620,0.65,10000
664630,0.86,10000
664650,0.64,10000
664660,1.0,10000
664720,0.25,10000
664750,0.95,10000
664780,0.68,10000
664820,1.0,10000
664830,0.89,10000
664850,1.0,10000
664870,0.25,10000
664890,0.67,10000
665030,0.83,10000
665040,0.71,10000
665060,0.0,10000
665080,0.69,10000
665090,0.78,75000
665120,0.82,10000
665140,0.47,10000
665160,1.0,10000
665180,0.9,350000
665210,0.75,10000
665230,0.7,10000
665240,0.8,10000
665270,0.97,10000
665300,0.93,10000
665310,0.86,10000
665330,0.8,10000
665340,0.88,10000
665350,0.88,10000
665360,0.77,350000
665370,0.97,10000
665440,0.82,10000
665490,0.87,150000
665510,0.15,10000
665590,0.71,10000
665620,0.71,10000
665630,1.0,10000
665640,0.83,10000
665650,0.77,10000
665670,0.36,10000
665730,0.5,10000
665740,0.72,35000
665780,1.0,10000
665790,1.0,10000
665880,0.2,10000
665900,1.0,10000
665920,0.86,10000
665930,0.91,10000
665950,0.4,10000
665960,0.48,10000
666010,0.94,10000
666020,0.91,35000
666040,0.75,10000
666050,0.89,10000
666060,0.0,10000
666070,0.82,10000
666080,0.0,10000
666090,0.38,10000
666100,0.94,10000
666110,0.5,10000
666120,0.0,10000
666140,0.91,750000
666160,0.17,10000
666220,0.89,750000
666250,0.55,10000
666260,0.5,10000
666290,0.52,10000
666310,0.49,10000
666320,0.6,10000
666330,0.78,10000
666340,0.95,10000
666560,0.4,10000
666570,0.74,35000
666590,1.0,10000
666600,0.73,10000
666610,0.92,10000
666620,0.56,10000
666630,1.0,10000
666660,0.4,10000
666730,0.74,10000
666760,0.43,10000
666790,1.0,10000
666800,0.64,10000
666810,1.0,10000
666820,0.87,10000
666850,0.8,10000
666860,0.76,350000
666910,0.8,10000
666930,0.33,10000
666940,0.77,10000
666960,0.4,10000
667000,0.9,10000
667010,0.93,10000
667040,0.9,10000
667050,0.58,10000
667060,0.6,10000
667120,0.34,35000
667130,0.65,10000
667160,0.82,10000
667170,0.11,10000
667210,0.5,10000
667220,0.82,10000
667240,0.86,10000
667300,0.56,10000
667310,0.33,10000
667340,0.2,10000
667360,0.31,10000
667410,0.0,10000
667420,0.59,10000
667510,0.5,10000
667520,0.25,10000
667530,0.82,150000
667600,0.93,35000
667620,0.85,10000
667660,1.0,10000
667670,0.75,10000
667690,1.0,10000
667720,0.77,150000
667760,1.0,10000
667770,0.9,10000
667780,1.0,10000
667790,0.87,10000
667800,1.0,10000
667810,0.65,10000
667820,0.89,10000
667840,0.54,10000
667870,0.83,150000
667880,0.75,10000
667890,0.72,750000
667900,0.33,10000
667920,0.53,10000
667930,0.4,10000
667970,0.95,35000
668010,0.89,10000
668170,0.48,150000
668190,0.6,10000
668200,0.57,10000
668210,0.87,35000
668220,0.5,10000
668230,1.0,10000
668280,0.93,10000
668300,0.55,10000
668350,0.99,35000
668430,0.89,10000
668510,1.0,10000
668520,1.0,10000
668560,0.75,10000
668570,1.0,10000
668590,0.93,10000
668610,0.73,10000
668630,0.91,750000
668670,0.44,10000
668680,0.57,10000
668730,0.8,10000
668770,0.63,75000
668780,0.85,10000
668790,1.0,10000
668800,1.0,10000
668830,0.57,10000
668840,0.54,10000
668850,0.67,10000
668890,0.36,10000
668970,1.0,10000
668980,0.86,10000
669000,0.64,10000
669050,0.88,150000
669310,1.0,10000
669320,0.74,10000
669340,0.9,10000
669350,0.4,10000
669360,0.5,10000
669380,0.89,10000
669390,0.85,10000
669410,1.0,10000
669440,0.85,35000
669490,0.5,10000
669500,1.0,10000
669520,0.33,10000
669570,0.29,10000
669580,0.77,150000
669600,0.63,10000
669630,0.81,35000
669650,0.4,10000
669660,0.69,10000
669700,0.5,10000
669730,0.43,10000
669740,1.0,10000
669750,0.64,10000
669760,1.0,10000
669770,0.6,10000
669830,0.8,10000
669910,1.0,10000
669930,0.72,10000
669960,0.71,10000
669990,1.0,10000
670020,0.5,10000
670080,0.43,10000
670090,0.88,10000
670100,0.65,10000
670130,0.82,10000
670160,0.94,10000
670180,0.75,10000
670210,1.0,10000
670230,1.0,10000
670240,0.75,10000
670260,0.89,10000
670270,0.5,10000
670280,0.93,10000
670290,0.72,350000
670320,0.75,10000
670330,0.6,10000
670340,0.5,10000
670350,0.8,35000
670410,0.5,10000
670430,0.61,10000
670440,0.63,10000
670490,0.27,10000
670500,0.64,35000
670610,0.98,10000
670620,0.78,10000
670630,0.87,10000
670730,0.44,10000
670750,0.94,10000
670780,0.4,10000
670820,0.71,10000
670830,0.78,10000
670850,0.75,10000
670910,0.14,10000
670930,0.94,10000
670940,1.0,10000
670950,0.87,10000
671050,0.8,10000
671090,0.89,10000
671120,1.0,10000
671150,1.0,10000
671170,0.87,10000
671180,0.63,10000
671200,0.71,10000
671230,0.67,10000
671240,0.72,10000
671260,0.7,10000
671270,0.79,10000
671290,0.67,10000
671310,0.68,35000
671330,1.0,10000
671370,1.0,10000
671390,0.8,10000
671440,0.85,75000
671470,1.0,10000
671490,0.0,10000
671510,0.7,150000
671540,0.8,10000
671550,1.0,10000
671560,1.0,10000
671580,0.33,10000
671620,0.83,35000
671650,0.86,10000
671670,0.5,10000
671690,0.71,10000
671700,0.95,10000
671720,0.85,75000
671740,0.88,10000
671750,1.0,10000
671800,0.77,35000
671810,0.36,10000
671840,0.5,10000
671850,0.0,10000
671880,0.75,10000
671900,0.7,10000
671920,0.71,10000
671940,0.32,10000
671980,0.81,10000
672000,0.93,10000
672010,1.0,10000
672020,0.89,10000
672030,1.0,10000
672040,0.69,10000
672050,0.38,10000
672080,1.0,10000
672100,1.0,10000
672130,0.6,10000
672140,0.43,10000
672160,0.75,10000
672180,0.88,10000
672190,1.0,10000
672230,0.79,10000
672240,0.7,10000
672250,0.81,10000
672260,0.47,10000
672280,0.86,10000
672290,0.77,10000
672300,1.0,10000
672310,0.9,10000
672320,0.2,10000
672360,0.58,10000
672380,0.36,10000
672410,1.0,10000
672450,1.0,10000
672460,0.68,10000
672490,0.71,10000
672570,1.0,10000
672590,0.83,10000
672630,0.69,35000
672640,0.83,350000
672650,0.9,35000
672670,0.67,10000
672680,0.5,350000
672690,1.0,10000
672710,0.5,10000
672720,0.75,10000
672730,0.95,75000
672770,0.0,10000
672790,0.83,10000
672860,0.58,35000
672880,1.0,10000
672910,0.77,10000
672920,1.0,10000
672940,0.0,10000
672960,1.0,10000
672970,0.94,10000
673000,0.86,35000
673010,0.71,10000
673040,1.0,10000
673050,1.0,10000
673060,0.94,10000
673070,0.83,150000
673130,0.98,35000
673140,1.0,10000
673190,0.83,10000
673210,0.71,10000
673220,0.57,10000
673230,1.0,10000
673250,1.0,10000
673260,0.74,35000
673280,0.86,10000
673300,0.95,10000
673310,0.55,10000
673360,1.0,10000
673430,0.7,35000
673450,0.75,10000
673480,0.63,10000
673530,0.6,10000
673540,1.0,10000
673550,1.0,10000
673560,0.74,150000
673570,0.2,10000
673580,0.0,10000
673590,0.43,10000
673600,0.89,10000
673610,0.78,75000
673620,0.78,35000
673630,0.0,10000
673660,0.59,10000
673720,0.0,10000
673740,0.91,10000
673750,0.84,10000
673770,0.45,10000
673800,0.76,10000
673820,0.64,10000
673830,0.67,10000
673840,0.78,10000
673850,0.85,10000
673870,0.86,10000
673880,0.9,75000
673900,0.57,35000
673920,1.0,10000
673940,0.44,35000
673950,0.91,150000
673970,1.0,10000
673980,0.94,10000
674020,0.63,350000
674120,0.8,10000
674130,0.85,10000
674150,0.57,10000
674160,0.5,10000
674170,0.94,10000
674180,1.0,10000
674190,0.93,10000
674210,0.93,10000
674220,0.46,10000
674230,0.83,10000
674250,0.96,10000
674310,0.87,10000
674330,1.0,10000
674360,0.0,10000
674370,0.71,10000
674380,0.53,10000
674390,0.8,10000
674400,0.62,350000
674420,0.5,10000
674440,0.93,10000
674450,1.0,10000
674520,0.94,35000
674530,0.0,10000
674550,0.0,10000
674570,0.64,10000
674580,0.97,10000
674630,0.5,10000
674750,0.8,150000
674800,0.96,10000
674840,0.67,10000
674850,0.94,10000
674860,0.26,10000
674890,0.9,10000
674900,0.5,10000
674910,0.8,10000
674940,0.9,3500000
674960,0.86,10000
674980,0.6,10000
675010,0.83,350000
675030,0.92,10000
675040,1.0,10000
675120,0.88,10000
675130,0.65,10000
675140,1.0,10000
675160,0.75,10000
675170,0.67,10000
675180,0.2,10000
675210,0.48,10000
675220,0.57,10000
675230,0.63,10000
675240,0.94,10000
675260,0.86,350000
675360,0.44,10000
675370,0.75,10000
675480,0.75,10000
675490,0.96,10000
675510,0.5,10000
675530,0.67,10000
675560,0.67,75000
675620,0.79,10000
675630,0.56,75000
675640,0.64,10000
675660,0.13,10000
675680,0.81,10000
675720,0.57,10000
675730,0.72,10000
675830,1.0,10000
675870,1.0,10000
675890,0.92,10000
675910,0.92,10000
675940,0.68,10000
675950,0.39,10000
675960,0.76,10000
675980,1.0,10000
675990,0.76,10000
676000,0.69,10000
676070,0.7,10000
676090,0.84,10000
676120,0.53,10000
676130,0.96,10000
676170,1.0,10000
676180,1.0,10000
676210,0.71,10000
676240,0.92,10000
676310,0.0,10000
676320,1.0,10000
676340,0.73,10000
676410,0.71,10000
676420,0.94,35000
676430,0.9,35000
676440,0.79,10000
676450,0.75,10000
676460,0.25,10000
676470,1.0,10000
676480,0.84,10000
676490,0.28,35000
676500,0.93,10000
676520,1.0,10000
676550,0.27,10000
676570,0.0,10000
676580,0.91,10000
676620,0.8,10000
676630,0.94,10000
676660,0.75,10000
676680,1.0,10000
676690,0.6,10000
676700,0.83,10000
676720,0.43,10000
676730,0.59,10000
676760,0.65,10000
676770,0.83,75000
676800,0.77,10000
676820,0.95,75000
676830,0.85,10000
676840,0.71,10000
676850,0.78,10000
676880,0.0,10000
676910,0.75,10000
676960,0.83,10000
676990,0.43,10000
677010,0.0,10000
677020,0.91,10000
677030,0.85,10000
677040,0.55,10000
677060,0.79,10000
677080,1.0,10000
677120,0.8,150000
677160,0.78,150000
677180,0.55,10000
677190,1.0,10000
677210,0.67,10000
677220,0.65,10000
677230,0.25,10000
677240,0.85,10000
677280,0.89,10000
677300,0.96,10000
677330,0.8,10000
677340,0.81,35000
677380,0.94,10000
677450,0.78,10000
677480,0.7,35000
677520,0.91,10000
677650,0.53,10000
677680,0.5,10000
677700,1.0,10000
677710,0.88,10000
677720,0.86,10000
677730,0.68,10000
677780,1.0,10000
677790,0.94,10000
677820,0.44,10000
677850,0.78,10000
677870,0.31,10000
677880,0.36,10000
677910,0.94,10000
677920,0.43,10000
677980,0.67,10000
678010,0.83,10000
678060,0.48,10000
678090,0.79,10000
678100,0.83,10000
678190,0.45,35000
678200,0.82,10000
678230,0.68,10000
678240,0.59,10000
678290,0.75,10000
678310,0.93,10000
678410,1.0,10000
678430,1.0,10000
678440,1.0,10000
678450,0.38,10000
678470,0.6,10000
678500,0.5,10000
678520,0.92,10000
678530,1.0,10000
678540,1.0,10000
678560,0.79,10000
678570,0.0,10000
678620,0.75,10000
678670,0.6,10000
678760,0.5,10000
678770,0.9,10000
678780,0.64,10000
678800,0.81,750000
678820,0.9,10000
678830,0.71,10000
678850,0.76,10000
678880,1.0,10000
678890,0.17,10000
678920,1.0,10000
678930,1.0,10000
678940,0.92,10000
678950,0.82,350000
678970,0.86,10000
679030,1.0,10000
679070,0.55,10000
679080,0.5,10000
679090,0.83,10000
679100,1.0,10000
679190,0.7,10000
679220,0.68,10000
679230,0.92,10000
679260,0.56,75000
679270,0.74,10000
679300,1.0,10000
679390,0.5,10000
679400,0.88,35000
679410,1.0,10000
679430,0.68,10000
679460,0.39,10000
679470,0.78,10000
679480,0.5,10000
679490,0.89,10000
679500,1.0,10000
679510,0.65,10000
679530,0.6,10000
679620,0.63,10000
679640,0.5,10000
679660,0.86,10000
679670,0.67,10000
679690,0.44,10000
679720,0.67,10000
679740,0.6,10000
679750,0.93,10000
679770,0.89,10000
679780,0.0,10000
679820,0.47,10000
679860,0.57,10000
679930,0.36,10000
679960,1.0,10000
680040,0.4,10000
680070,0.67,10000
680100,0.21,10000
680120,0.5,10000
680140,0.0,10000
680170,0.43,10000
680190,1.0,10000
680250,1.0,10000
680310,0.45,75000
680320,0.87,350000
680330,0.68,10000
680340,0.79,10000
680350,1.0,10000
680360,0.86,150000
680390,0.9,10000
680400,0.96,10000
680450,0.67,10000
680480,0.9,10000
680500,0.5,10000
680550,0.7,10000
680560,0.0,10000
680620,0.85,10000
680640,0.38,10000
680680,0.75,10000
680690,0.62,35000
680700,0.98,10000
680730,0.76,10000
680750,0.9,10000
680780,0.7,10000
680860,0.77,10000
680890,1.0,10000
680930,0.79,10000
680940,0.29,10000
680950,0.69,10000
680970,0.75,10000
680980,0.74,75000
680990,0.56,10000
681000,0.78,10000
681020,0.5,10000
681030,0.0,10000
681060,0.82,10000
681070,0.27,35000
681090,0.64,10000
681100,0.76,10000
681150,0.73,10000
681160,0.41,10000
681190,0.92,10000
681240,0.96,10000
681260,0.5,10000
681280,0.91,10000
681290,0.9,10000
681330,0.85,10000
681340,0.9,10000
681350,0.78,10000
681360,0.33,10000
681380,1.0,10000
681390,0.89,35000
681460,0.81,10000
681480,0.29,10000
681490,0.88,10000
681500,0.38,35000
681520,0.58,10000
681530,1.0,10000
681540,0.67,10000
681550,0.61,10000
681610,0.67,10000
681620,0.82,10000
681630,0.82,10000
681660,0.41,350000
681670,0.33,10000
681720,0.46,10000
681750,0.69,10000
681760,0.33,10000
681780,0.22,35000
681800,0.93,10000
681900,1.0,10000
681910,0.85,10000
681920,0.0,10000
681950,1.0,10000
681970,0.69,10000
681980,0.64,10000
681990,1.0,10000
682000,0.0,10000
682010,0.0,10000
682020,1.0,10000
682070,0.79,10000
682080,0.91,10000
682100,0.38,10000
682130,0.81,75000
682140,0.84,10000
682150,0.76,10000
682160,1.0,10000
682170,0.92,10000
682180,0.71,10000
682230,0.94,10000
682270,0.75,10000
682280,1.0,10000
682290,0.54,350000
682340,1.0,10000
682350,0.27,10000
682360,0.5,10000
682370,0.33,10000
682420,0.64,35000
682450,0.89,10000
682470,0.93,10000
682480,0.85,10000
682490,0.68,10000
682500,0.57,10000
682510,0.73,10000
682530,0.74,10000
682570,0.71,10000
682590,0.8,10000
682610,0.88,10000
682620,0.47,10000
682630,0.78,10000
682640,0.25,10000
682660,0.53,10000
682670,0.89,10000
682730,0.52,10000
682740,0.71,10000
682780,0.88,10000
682790,0.45,10000
682810,0.84,10000
682920,0.5,10000
682960,0.56,10000
682970,0.21,75000
683000,0.7,10000
683070,1.0,10000
683080,0.29,10000
683130,0.83,10000
683150,0.43,10000
683160,0.59,10000
683210,0.67,10000
683220,0.58,10000
683230,0.33,10000
683240,0.5,10000
683280,0.79,10000
683320,0.96,350000
683340,1.0,10000
683430,1.0,10000
683440,0.62,10000
683530,0.52,10000
683570,0.29,10000
683600,0.23,35000
683620,1.0,10000
683630,1.0,10000
683670,0.9,10000
683690,0.47,10000
683730,0.47,10000
683760,0.86,10000
683770,0.81,10000
683790,0.69,10000
683810,0.25,10000
683830,0.85,35000
683840,0.0,10000
683870,0.92,10000
683890,1.0,10000
683900,0.73,35000
683910,0.71,10000
683930,0.52,75000
683970,1.0,10000
684000,1.0,10000
684040,0.69,10000
684050,0.62,35000
684060,0.86,10000
684130,0.21,10000
684170,0.75,10000
684210,0.8,35000
684230,0.93,10000
684250,0.61,35000
684260,1.0,10000
684270,0.96,10000
684300,0.66,10000
684320,0.95,10000
684330,1.0,10000
684380,0.83,75000
684400,0.75,10000
684410,0.9,350000
684420,0.36,10000
684430,1.0,10000
684470,0.33,10000
684490,0.5,10000
684510,0.5,10000
684530,0.93,10000
684560,0.54,10000
684570,0.75,10000
684580,0.62,35000
684590,1.0,10000
684620,0.79,10000
684650,0.4,10000
684680,0.93,10000
684720,0.66,10000
684770,0.67,10000
684820,0.27,10000
684870,0.87,10000
684930,0.41,10000
684940,0.71,10000
684970,0.67,10000
684980,1.0,10000
685000,0.71,10000
685020,0.48,10000
685040,0.75,10000
685050,0.93,10000
685120,1.0,10000
685130,0.86,10000
685200,0.73,10000
685230,0.72,10000
685240,0.91,10000
685310,0.77,75000
685340,0.78,10000
685370,0.29,10000
685390,0.46,10000
685400,0.96,10000
685420,0.56,35000
685430,0.71,10000
685450,1.0,10000
685570,1.0,10000
685680,0.88,10000
685690,0.91,10000
685730,0.0,10000
685750,0.5,10000
685760,0.5,10000
685790,0.39,10000
685800,1.0,10000
685910,0.8,10000
685920,0.75,10000
685950,0.63,10000
685970,0.0,10000
685990,0.37,10000
686000,0.5,10000
686010,0.92,10000
686030,0.93,10000
686040,0.75,10000
686090,0.57,10000
686100,0.0,10000
686110,0.86,10000
686180,0.59,75000
686190,0.74,150000
686200,0.92,35000
686230,0.54,10000
686260,0.65,150000
686340,0.87,35000
686360,0.78,10000
686380,0.38,10000
686440,0.8,10000
686450,1.0,10000
686490,0.38,10000
686500,0.62,10000
686510,1.0,10000
686520,0.81,10000
686550,0.56,10000
686570,0.7,10000
686580,1.0,10000
686600,0.48,35000
686610,0.56,10000
686620,0.67,10000
686630,1.0,10000
686640,0.56,10000
686680,0.78,10000
686740,0.59,10000
686760,0.89,10000
686870,0.71,10000
686900,0.73,10000
686910,0.5,10000
686940,0.57,10000
686950,0.75,10000
687260,0.91,35000
687270,0.63,10000
687280,0.54,75000
687310,0.85,10000
687320,0.67,10000
687360,1.0,10000
687390,0.33,10000
687480,0.55,10000
687490,0.62,10000
687510,0.69,10000
687540,0.74,10000
687560,0.8,10000
687590,0.97,10000
687600,0.38,10000
687610,1.0,10000
687630,0.62,35000
687640,0.0,10000
687650,0.58,10000
687720,0.67,10000
687730,0.25,10000
687750,0.56,10000
687760,0.4,10000
687830,0.94,10000
687850,0.77,75000
687870,0.45,10000
687890,0.87,10000
687900,0.92,10000
687920,0.82,35000
687980,0.95,35000
688000,0.5,10000
688020,0.33,10000
688050,1.0,10000
688060,0.88,10000
688070,0.94,10000
688110,1.0,10000
688130,0.77,35000
688140,0.69,10000
688170,0.75,10000
688200,0.67,10000
688210,1.0,10000
688260,0.67,10000
688330,0.75,10000
688350,0.33,10000
688360,0.66,10000
688370,0.86,10000
688380,0.89,10000
688400,0.79,10000
688420,0.79,35000
688450,0.69,10000
688470,0.47,350000
688480,0.61,35000
688500,0.68,10000
688570,0.63,10000
688580,0.36,10000
688590,0.66,10000
688600,0.75,10000
688620,0.63,10000
688630,0.38,10000
688650,0.57,10000
688680,0.83,10000
688690,0.84,10000
688720,1.0,10000
688770,1.0,10000
688780,1.0,10000
688790,1.0,10000
688800,0.71,10000
688880,0.55,10000
688930,0.73,10000
688940,0.5,10000
689000,0.81,10000
689020,0.6,10000
689030,0.63,10000
689040,0.94,10000
689050,0.43,10000
689060,0.33,10000
689070,0.9,10000
689080,0.5,10000
689090,0.88,35000
689100,0.47,10000
689120,1.0,10000
689160,0.8,10000
689170,0.88,10000
689180,0.68,10000
689210,1.0,10000
689270,0.5,10000
689290,1.0,10000
689300,1.0,10000
689340,0.67,10000
689350,0.38,10000
689360,0.33,35000
689400,0.84,10000
689480,0.67,10000
689520,0.38,10000
689570,0.87,10000
689580,0.97,35000
689600,1.0,10000
689610,1.0,10000
689620,0.65,10000
689650,0.56,35000
689680,0.88,10000
689700,0.82,10000
689710,1.0,10000
689740,1.0,10000
689750,0.71,10000
689830,0.67,10000
689850,0.0,10000
689880,1.0,10000
689900,0.95,10000
689910,0.93,10000
690000,0.67,10000
690040,0.87,10000
690060,0.63,35000
690080,0.73,10000
690120,0.84,10000
690130,0.81,10000
690140,0.8,10000
690150,0.85,10000
690200,1.0,10000
690220,0.38,10000
690240,0.71,10000
690250,0.5,10000
690260,0.67,10000
690280,0.6,10000
690310,0.88,10000
690350,0.73,10000
690400,0.88,10000
690410,1.0,10000
690440,1.0,10000
690460,0.52,10000
690510,0.76,350000
690530,0.76,350000
690550,0.9,10000
690560,0.9,10000
690570,0.86,10000
690580,0.46,10000
690610,0.68,75000
690620,0.79,10000
690630,0.89,10000
690670,0.25,10000
690710,0.95,10000
690740,0.65,10000
690790,0.6,75000
690810,0.63,10000
690820,0.5,10000
690830,0.76,75000
690840,0.0,10000
690850,0.8,10000
690860,0.0,10000
690930,0.89,35000
690950,1.0,10000
691020,0.46,350000
691080,0.57,10000
691130,0.32,35000
691150,0.93,150000
691160,0.91,10000
691190,0.57,10000
691220,0.5,10000
691240,0.81,10000
691250,0.94,10000
691280,0.75,10000
691320,0.84,35000
691390,0.84,10000
691420,0.58,10000
691430,1.0,10000
691450,0.98,35000
691540,0.61,75000
691570,0.8,10000
691580,0.63,10000
691590,0.5,10000
691600,0.56,10000
691620,1.0,10000
691630,0.73,10000
691640,1.0,10000
691650,0.83,10000
691680,0.67,10000
691690,0.8,35000
691700,0.5,10000
691720,0.86,10000
691730,0.66,75000
691750,0.85,10000
691770,0.96,10000
691810,0.24,35000
691830,0.88,10000
691860,0.67,10000
691890,0.88,10000
691910,1.0,10000
691920,0.3,10000
691930,0.88,35000
691980,0.0,10000
691990,1.0,10000
692030,0.28,10000
692090,1.0,10000
692100,0.86,10000
692110,1.0,10000
692170,0.0,10000
692180,0.86,10000
692190,1.0,10000
692200,0.62,10000
692260,0.52,10000
692270,0.7,75000
692290,0.52,10000
692310,0.78,10000
692360,0.82,10000
692530,0.5,10000
692590,0.47,10000
692610,0.67,10000
692630,0.0,10000
692660,0.67,10000
692680,1.0,10000
692690,0.84,10000
692710,0.88,10000
692780,0.73,10000
692790,0.63,10000
692830,0.69,10000
692840,0.31,10000
692880,0.93,10000
692920,0.73,75000
692930,0.8,10000
693030,1.0,10000
693090,0.57,10000
693180,0.64,10000
693190,0.48,10000
693210,0.72,10000
693240,0.33,10000
693250,0.42,10000
693300,0.5,10000
693310,0.67,10000
693320,1.0,10000
693330,1.0,10000
693360,0.4,10000
693380,0.83,10000
693400,0.33,10000
693430,0.5,10000
693440,0.67,10000
693450,1.0,10000
693500,0.0,10000
693560,1.0,10000
693580,0.73,10000
693650,0.88,10000
693670,0.63,10000
693700,0.91,10000
693750,0.6,10000
693790,0.57,10000
693810,0.64,10000
693830,0.83,10000
693880,0.58,10000
693890,0.61,10000
693950,1.0,10000
693960,0.8,10000
693990,1.0,10000
694070,0.7,10000
694090,0.73,10000
694130,0.45,75000
694140,0.75,10000
694150,0.88,10000
694160,0.5,10000
694180,0.56,10000
694370,0.91,10000
694420,1.0,10000
694430,0.25,10000
694440,0.33,10000
694470,0.14,10000
694480,0.62,10000
694490,0.43,10000
694500,0.84,35000
694520,0.8,10000
694550,1.0,10000
694660,0.86,10000
694670,1.0,10000
694720,0.43,75000
694730,0.69,10000
694760,0.92,10000
694790,0.83,10000
694830,0.86,10000
694870,0.83,10000
694930,0.8,10000
694950,0.83,10000
694960,0.86,10000
694980,0.7,10000
695100,0.8,10000
695110,0.96,10000
695290,0.63,10000
695320,1.0,10000
695360,0.45,10000
695420,1.0,10000
695450,0.69,10000
695460,1.0,10000
695490,0.67,10000
695510,0.79,10000
695560,1.0,10000
695590,0.69,10000
695600,0.75,10000
695630,0.41,150000
695650,0.67,35000
695660,0.89,10000
695690,0.38,10000
695720,0.57,10000
695760,0.68,10000
695810,0.69,10000
695830,1.0,10000
695880,0.0,10000
695910,0.75,10000
695920,0.83,75000
695940,0.67,10000
695950,1.0,10000
695960,1.0,10000
695970,0.86,10000
695980,0.67,10000
695990,1.0,10000
696000,1.0,10000
696010,1.0,10000
696020,1.0,10000
696040,0.75,10000
696060,0.91,10000
696110,0.6,10000
696140,0.9,10000
696160,0.67,10000
696170,0.73,75000
696180,0.66,10000
696190,0.22,10000
696200,1.0,10000
696250,0.44,10000
696310,0.55,10000
696360,0.59,10000
696370,0.63,750000
696400,0.36,10000
696410,0.8,10000
696430,0.38,10000
696460,0.87,10000
696470,0.33,10000
696480,0.81,150000
696490,0.79,10000
696500,0.19,10000
696530,0.89,10000
696540,0.44,10000
696560,0.86,10000
696580,0.58,10000
696590,0.8,10000
696650,0.81,10000
696710,0.81,10000
696730,0.58,10000
696760,1.0,10000
696810,0.75,10000
696840,0.4,10000
696860,0.67,10000
696910,0.8,10000
696930,0.39,10000
696940,0.74,10000
696990,0.48,35000
697000,0.33,10000
697130,0.72,10000
697160,0.6,10000
697260,0.58,10000
697360,0.0,10000
697370,0.67,10000
697450,1.0,10000
697490,0.0,10000
697530,0.53,10000
697550,0.89,10000
697580,0.75,10000
697600,1.0,10000
697610,0.88,350000
697630,0.5,10000
697650,0.94,10000
697660,0.86,10000
697680,1.0,10000
697710,0.88,10000
697730,0.5,10000
697800,0.81,10000
697850,0.39,10000
697870,0.5,10000
697890,1.0,10000
697910,1.0,10000
697930,0.52,10000
697950,1.0,10000
697960,0.56,10000
697970,0.76,10000
698040,0.73,10000
698050,0.82,10000
698100,0.75,10000
698110,0.71,10000
698160,0.22,10000
698260,0.88,10000
698300,0.83,10000
698320,0.27,10000
698330,0.81,10000
698410,0.57,10000
698450,0.9,10000
698480,1.0,10000
698500,0.86,10000
698520,0.85,10000
698540,0.88,75000
698570,1.0,10000
698590,0.76,10000
698610,1.0,10000
698620,0.89,10000
698640,0.77,35000
698650,1.0,10000
698710,0.68,10000
698720,0.84,10000
698740,0.66,10000
698770,0.83,10000
698780,0.97,3500000
698790,0.95,10000
698830,0.57,10000
698870,0.77,10000
698880,0.86,10000
698910,0.84,10000
698950,0.83,10000
698960,1.0,10000
698980,0.71,10000
699010,0.55,10000
699040,0.64,35000
699080,0.89,10000
699100,0.56,10000
699150,0.92,10000
699160,0.46,10000
699170,0.93,10000
699180,0.91,10000
699230,1.0,10000
699240,0.71,10000
699370,0.0,10000
699390,0.91,10000
699410,0.92,10000
699460,0.31,10000
699470,0.0,10000
699480,0.36,10000
699510,0.71,10000
699550,0.33,10000
699570,0.0,10000
699590,0.64,10000
699600,0.96,10000
699670,0.76,10000
699680,0.29,10000
699700,0.78,10000
699720,0.91,10000
699740,0.64,10000
699750,0.78,10000
699760,0.36,35000
699770,0.6,10000
699780,0.87,10000
699790,0.67,10000
699820,0.43,10000
699850,1.0,10000
699860,0.57,10000
699870,0.37,10000
